Model,Price_Original,Price,Price_VND,Ram_Original,Ram,SSD_Original,SSD,Graphics,GPU,G3Dmark,TDP,Perf_Per_Watt,Price_Objective,Budget_Score,Performance_Score,Energy_Consumption,Efficiency_Score
Asus/GL553VE-FY082T (i7-7700HQ/8GB/1TB/Gaming/15.6/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1265.0,1265.0,34155000.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce GTX 1050 Ti,Nvidia GeForce GTX 1050 Ti,6349.0,75.0,83.53947368421052,0.17320033386697314,0.8267996661330268,0.23121729782391426,0.36363636363636365,0.45675536264763295
Lenovo/IdeaPad 320-15IAP/Notebook/15.6/1366x768/Intel Pentium Quad Core N4200 1.1GHz,359.99,359.99,9719730.0,4GB,4.0,1TB HDD,204.8,Intel HD Graphics 505,Intel HD Graphics 505,361.0,15.0,22.5625,0.018408863894476137,0.9815911361055238,0.023292348005744666,0.0,0.11161503830731778
HP/EliteBook x360/2 in 1 Convertible/13.3/Full HD / Touchscreen 1920x1080/Intel Core i7 7600U 2.8GHz,1975.0,1975.0,53325000.0,16GB,16.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.29463760382031384,0.7053623961796862,0.10095492453828517,0.21212121212121213,0.08967492481741372
Toshiba/Satellite Pro/Notebook/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 6500U 2.5GHz,1043.0,1043.0,28161000.0,8GB,8.0,256GB SSD,256.0,Nvidia GeForce 930M,Nvidia GeForce 930M,1011.0,33.0,29.735294117647058,0.13522980720550606,0.864770192794494,0.06919255545197242,0.1090909090909091,0.15221430617213233
Lenovo/IdeaPad 320-15IKB/Notebook/15.6/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,819.0,819.0,22113000.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce 940MX,Nvidia GeForce 940MX,1508.0,23.0,62.833333333333336,0.096917203727269,0.903082796272731,0.10009595437862716,0.04848484848484849,0.3395549906916798
HP/250 G6/Notebook/15.6/Full HD 1920x1080/Intel Core i3 6006U 2GHz,469.0,469.0,12663000.0,4GB,4.0,1TB HDD,204.8,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.03705376079252356,0.9629462392074765,0.03716017032427121,0.0,0.29274062902763853
Lenovo/IdeaPad 720S-13IKB/Notebook/13.3/IPS Panel Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,999.0,999.0,26973000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.12770411723656663,0.8722958827634334,0.06762159120495183,0.21212121212121213,0.08967492481741372
Dell/XPS 13/Ultrabook/13.3/IPS Panel 4K Ultra HD / Touchscreen 3840x2160/Intel Core i7 8550U 1.8GHz,2499.0,2499.0,67473000.0,16GB,16.0,1TB SSD,1024.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.384261729814047,0.6157382701859531,0.2904602030789387,0.21212121212121213,0.15149291135615067
MSI/GE63VR 7RF/Gaming/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,2099.0,2099.0,56673000.0,16GB,16.0,256GB SSD +  1TB HDD,460.8,Nvidia GeForce GTX 1070,Nvidia GeForce GTX 1070,14672.0,150.0,97.16556291390728,0.31584636646005226,0.6841536335399477,0.519053768046562,0.8181818181818181,0.5338814083019026
Acer/ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10)/Notebook/15.6/Full HD 1920x1080/AMD A8-Series 7410 2.2GHz,469.0,469.0,12663000.0,8GB,8.0,256GB SSD,256.0,AMD Radeon R5,AMD Radeon R5,1234.0,19.0,61.7,0.03705376079252356,0.9629462392074765,0.0752326421258619,0.024242424242424246,0.3331401260203351
Dell/Inspiron 5570/Notebook/15.6/Full HD 1920x1080/Intel Core i5 8250U 1.6GHz,844.0,844.0,22788000.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,AMD Radeon 530,AMD Radeon 530,1036.0,50.0,20.313725490196077,0.10119316393689365,0.8988068360631063,0.0873115556787355,0.21212121212121213,0.09888658169841041
HP/Spectre x360/2 in 1 Convertible/13.3/IPS Panel 4K Ultra HD / Touchscreen 3840x2160/Intel Core i7 8550U 1.8GHz,2449.0,2449.0,66123000.0,16GB,16.0,1TB SSD,1024.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.37570980939479764,0.6242901906052023,0.2904602030789387,0.21212121212121213,0.15149291135615067
HP/ProBook 640/Notebook/14.0/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,980.0,980.0,26460000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.12445438747725188,0.8755456125227481,0.06762159120495183,0.21212121212121213,0.08967492481741372
Acer/TravelMate B/Notebook/11.6/1366x768/Intel Pentium Quad Core N3710 1.6GHz,485.0,485.0,13095000.0,4GB,4.0,128GB Flash Storage,128.0,Intel HD Graphics 405,Intel HD Graphics 405,244.0,18.0,12.842105263157896,0.03979037532668336,0.9602096246733166,0.002681473456121344,0.018181818181818174,0.05659590584652954
HP/Elitebook 840/Notebook/14.0/Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,1292.0,1292.0,34884000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.1778183708933678,0.8221816291066322,0.06762159120495183,0.21212121212121213,0.08967492481741372
Lenovo/IdeaPad 320-17IKB/Notebook/17.3/1600x900/Intel Core i5 7200U 2.5GHz,589.0,589.0,15903000.0,4GB,4.0,1TB HDD,204.8,Nvidia GeForce 920MX,Nvidia GeForce 920MX,1064.0,16.0,62.588235294117645,0.05757836979872199,0.942421630201278,0.042333518103252796,0.006060606060606058,0.33816769296863813
Asus/ZenBook UX410UA-GV183T/Notebook/14.0/Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,1094.0,1094.0,29538000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.1439527660331404,0.8560472339668597,0.06762159120495183,0.21212121212121213,0.08967492481741372
HP/ProBook 450/Notebook/15.6/IPS Panel Full HD 1366x768/Intel Core i7 8550U 1.8GHz,902.0,902.0,24354000.0,8GB,8.0,1TB HDD,204.8,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.1111133916232229,0.8888866083767771,0.07108035811769844,0.21212121212121213,0.15149291135615067
Acer/Aspire 5/Notebook/15.6/1366x768/AMD A12-Series 9720P 2.7GHz,659.0,659.0,17793000.0,8GB,8.0,256GB SSD,256.0,AMD Radeon RX 540,AMD Radeon RX 540,2134.0,50.0,41.84313725490196,0.06955105838567108,0.9304489416143289,0.09960967354514685,0.21212121212121213,0.22074681369039095
Acer/Aspire E5-575/Notebook/15.6/1366x768/Intel Core i5 7200U 2.5GHz,549.0,549.0,14823000.0,6GB,6.0,1TB HDD,204.8,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.05073683346332252,0.9492631665366775,0.04766035089487432,0.21212121212121213,0.08967492481741372
Asus/VivoBook S15/Ultrabook/15.6/Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,1049.9,1049.9,28347300.000000004,8GB,8.0,256GB SSD,256.0,Nvidia GeForce 940MX,Nvidia GeForce 940MX,1508.0,23.0,62.833333333333336,0.13640997222336249,0.8635900277766375,0.08265409391351088,0.04848484848484849,0.3395549906916798
HP/Elitebook 820/Ultrabook/12.5/Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,1335.0,1335.0,36045000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.18517302245392223,0.8148269775460778,0.06762159120495183,0.21212121212121213,0.08967492481741372
Dell/XPS 15/Notebook/15.6/4K Ultra HD / Touchscreen 3840x2160/Intel Core i7 7700HQ 2.8GHz,2639.0,2639.0,71253000.0,32GB,32.0,1TB SSD,1024.0,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.40820710698794516,0.5917928930120548,0.48819404200996075,0.36363636363636365,0.45675536264763295
MSI/GL72M 7REX/Gaming/17.3/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1199.0,1199.0,32373000.0,8GB,8.0,256GB SSD +  1TB HDD,460.8,Nvidia GeForce GTX 1050 Ti,Nvidia GeForce GTX 1050 Ti,6349.0,75.0,83.53947368421052,0.16191179891356403,0.838088201086436,0.2602870652657747,0.36363636363636365,0.45675536264763295
Toshiba/Satellite Pro/Notebook/15.6/IPS Panel Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,943.0,943.0,25461000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.11812596636700737,0.8818740336329927,0.06762159120495183,0.21212121212121213,0.08967492481741372
Asus/UX510UX-CN269T (i7-7500U/8GB/256GB/Notebook/14.0/Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,1334.0,1334.0,36018000.0,8GB,8.0,256GB SSD +  1TB HDD,460.8,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.18500198404553725,0.8149980159544628,0.11413321911192859,0.21212121212121213,0.08967492481741372
Lenovo/V310-15ISK (i3-6006U/4GB/1TB/FHD/W10)/Notebook/15.6/Full HD 1920x1080/Intel Core i3 6006U 2GHz,449.0,449.0,12123000.0,4GB,4.0,1TB HDD,204.8,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.033632992624823825,0.9663670073751762,0.03716017032427121,0.0,0.29274062902763853
Asus/FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce/Gaming/15.6/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,999.0,999.0,26973000.0,8GB,8.0,256GB SSD,256.0,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.12770411723656663,0.8722958827634334,0.21377543735879798,0.36363636363636365,0.45675536264763295
HP/EliteBook 840/Notebook/14.0/Full HD 1920x1080/Intel Core i5 7300U 2.6GHz,1268.0,1268.0,34236000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.1737134490921281,0.8262865509078718,0.06762159120495183,0.21212121212121213,0.08967492481741372
Dell/Inspiron 7570/Ultrabook/15.6/IPS Panel Full HD 1920x1080/Intel Core i5 8250U 1.6GHz,1049.0,1049.0,28323000.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce 940MX,Nvidia GeForce 940MX,1508.0,23.0,62.833333333333336,0.13625603765581598,0.863743962344184,0.10009595437862716,0.04848484848484849,0.3395549906916798
HP/Elitebook 850/Notebook/15.6/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,1144.0,1144.0,30888000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.15250468645238974,0.8474953135476102,0.06762159120495183,0.21212121212121213,0.08967492481741372
Asus/X541NA (N3350/4GB/1TB/Linux)/Notebook/15.6/1366x768/Intel Celeron Dual Core N3350 1.1GHz,274.99,274.99,7424730.0,4GB,4.0,1TB HDD,204.8,Intel HD Graphics 500,Intel HD Graphics 500,301.0,30.0,9.709677419354838,0.0038705991817522475,0.9961294008182477,0.021667212577792333,0.09090909090909091,0.038865816984104254
Dell/Inspiron 7570/Notebook/15.6/Full HD 1920x1080/Intel Core i5 8250U 1.6GHz,1142.75,1142.75,30854250.0,8GB,8.0,256GB SSD,256.0,Nvidia GeForce 940MX,Nvidia GeForce 940MX,1508.0,23.0,62.833333333333336,0.1522908884419085,0.8477091115580915,0.08265409391351088,0.04848484848484849,0.3395549906916798
Lenovo/IdeaPad 320-15ABR/Notebook/15.6/Full HD 1920x1080/AMD A12-Series 9720P 3.6GHz,899.0,899.0,24273000.0,12GB,12.0,2TB HDD,409.6,AMD Radeon 530,AMD Radeon 530,1036.0,50.0,20.313725490196077,0.11060027639806794,0.8893997236019321,0.12142008281051846,0.21212121212121213,0.09888658169841041
HP/ProBook 450/Notebook/15.6/IPS Panel Full HD 1920x1080/Intel Core i3 7100U 2.4GHz,716.0,716.0,19332000.0,8GB,8.0,1TB HDD,204.8,Nvidia GeForce 930MX ,Nvidia GeForce 930MX ,1278.0,17.0,71.0,0.07930024766361532,0.9206997523363847,0.0647965011296161,0.012121212121212116,0.3857797508234283
Lenovo/Yoga 920-13IKB/2 in 1 Convertible/13.9/IPS Panel 4K Ultra HD / Touchscreen 3840x2160/Intel Core i7 8550U 1.8GHz,2099.0,2099.0,56673000.0,16GB,16.0,512GB SSD,512.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.31584636646005226,0.6841536335399477,0.17418113331149687,0.21212121212121213,0.15149291135615067
Dell/XPS 13/Ultrabook/13.3/Full HD 1920x1080/Intel Core i7 8550U 1.8GHz,1579.0,1579.0,42633000.0,8GB,8.0,256GB SSD,256.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.22690639409985902,0.773093605900141,0.08270826509444262,0.21212121212121213,0.15149291135615067
Lenovo/Legion Y520-15IKBN/Gaming/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1129.0,1129.0,30483000.0,16GB,16.0,256GB SSD +  2TB HDD,665.6,Nvidia GeForce GTX 1050 Ti,Nvidia GeForce GTX 1050 Ti,6349.0,75.0,83.53947368421052,0.14993911032661494,0.850060889673385,0.3401320265060848,0.36363636363636365,0.45675536264763295
Dell/Latitude 5590/Ultrabook/15.6/Full HD 1920x1080/Intel Core i7 8650U 1.9GHz,1607.96,1607.96,43414920.0,16GB,16.0,512GB SSD +  256GB SSD,768.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.23185966640668826,0.7681403335933117,0.23232066819521782,0.21212121212121213,0.15149291135615067
Dell/Inspiron 5570/Ultrabook/15.6/Full HD 1920x1080/Intel Core i5 8250U 1.6GHz,663.0,663.0,17901000.0,8GB,8.0,1TB HDD,204.8,AMD Radeon 530,AMD Radeon 530,1036.0,50.0,20.313725490196077,0.07023521201921101,0.929764787980789,0.058241788236875036,0.21212121212121213,0.09888658169841041
Dell/XPS 15/Notebook/15.6/4K Ultra HD / Touchscreen 3840x2160/Intel Core i7 7700HQ 2.8GHz,2027.42,2027.42,54740340.0,16GB,16.0,512GB SSD,512.0,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.3036034371878549,0.6963965628121451,0.30524830557585225,0.36363636363636365,0.45675536264763295
HP/Elitebook 850/Notebook/15.6/Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,1304.0,1304.0,35208000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.17987083179398763,0.8201291682060123,0.06762159120495183,0.21212121212121213,0.08967492481741372
MSI/GP72MVR 7RFX/Gaming/17.3/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1409.0,1409.0,38043000.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce GTX 1060,Nvidia GeForce GTX 1060,10064.0,120.0,83.17355371900827,0.19782986467441127,0.8021701353255888,0.33184026640462927,0.6363636363636364,0.4546841917147074
HP/Zbook 15/Workstation/15.6/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1738.27,1738.27,46933290.0,8GB,8.0,256GB SSD,256.0,Nvidia Quadro M1200,Nvidia Quadro M1200,3212.0,45.0,69.82608695652173,0.25414768140333593,0.7458523185966641,0.12880794006735705,0.1818181818181818,0.3791351979029817
Toshiba/Tecra A50-C-21G/Notebook/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 6500U 2.5GHz,1403.0,1403.0,37881000.0,16GB,16.0,512GB SSD,512.0,Nvidia GeForce 930M,Nvidia GeForce 930M,1011.0,33.0,29.735294117647058,0.19680363422410135,0.8031963657758987,0.1606654236690267,0.1090909090909091,0.15221430617213233
Dell/Inspiron 5570/Notebook/15.6/Full HD 1920x1080/Intel Core i7 8550U 1.8GHz,970.9,970.9,26214300.0,8GB,8.0,128GB SSD +  2TB HDD,537.6,AMD Radeon 530,AMD Radeon 530,1036.0,50.0,20.313725490196077,0.1228979379609485,0.8771020620390515,0.13382318358571227,0.21212121212121213,0.09888658169841041
Lenovo/IdeaPad 320-15IAP/Notebook/15.6/1366x768/Intel Celeron Dual Core N3350 1.1GHz,321.99,321.99,8693730.0,4GB,4.0,1TB HDD,204.8,Intel HD Graphics 500,Intel HD Graphics 500,301.0,30.0,9.709677419354838,0.011909404375846637,0.9880905956241534,0.021667212577792333,0.09090909090909091,0.038865816984104254
Dell/Inspiron 7577/Gaming/15.6/Full HD 1920x1080/Intel Core i5 7300HQ 2.5GHz,999.0,999.0,26973000.0,8GB,8.0,1TB HDD,204.8,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.12770411723656663,0.8722958827634334,0.2021475303820538,0.36363636363636365,0.45675536264763295
Dell/Inspiron 3567/Notebook/15.6/Touchscreen 1366x768/Intel Core i5 7200U 2.5GHz,557.37,557.37,15048990.0,8GB,8.0,2TB HDD,409.6,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.05216842494150486,0.9478315750584951,0.10250531213518439,0.21212121212121213,0.08967492481741372
Dell/Latitude 7480/Notebook/14.0/Full HD 1920x1080/Intel Core i5 7300U 2.6GHz,1427.0,1427.0,38529000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.20090855602534102,0.799091443974659,0.06762159120495183,0.21212121212121213,0.08967492481741372
Asus/Zenbook UX410UA-GV027T/Notebook/14.0/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,945.0,945.0,25515000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.11846804318377735,0.8815319568162227,0.06762159120495183,0.21212121212121213,0.08967492481741372
Lenovo/IdeaPad 320-17IKB/Notebook/17.3/1600x900/Intel Core i5 7200U 2.5GHz,719.0,719.0,19413000.0,6GB,6.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce GTX 940MX,Nvidia GeForce GTX 940MX,1508.0,23.0,62.833333333333336,0.07981336288877028,0.9201866371112297,0.09176262104529383,0.04848484848484849,0.3395549906916798
HP/250 G6/Notebook/15.6/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,639.0,639.0,17253000.0,8GB,8.0,1TB HDD,204.8,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.06613029021797134,0.9338697097820287,0.05599368422820765,0.21212121212121213,0.08967492481741372
Lenovo/IdeaPad 320-15ISK/Notebook/15.6/1366x768/Intel Core i3 6006U 2GHz,499.0,499.0,13473000.0,8GB,8.0,256GB SSD,256.0,Nvidia GeForce 920MX ,Nvidia GeForce 920MX ,1064.0,16.0,62.588235294117645,0.04218491304407317,0.9578150869559269,0.07062809174666364,0.006060606060606058,0.33816769296863813
HP/15-AY023na (N3710/8GB/2TB/W10)/Notebook/15.6/1366x768/Intel Pentium Quad Core N3710 1.6GHz,389.0,389.0,10503000.0,8GB,8.0,2TB HDD,409.6,Intel HD Graphics 405,Intel HD Graphics 405,244.0,18.0,12.842105263157896,0.02337068812172461,0.9766293118782754,0.08330162849488104,0.018181818181818174,0.05659590584652954
Dell/Inspiron 5770/Notebook/17.3/Full HD 1920x1080/Intel Core i5 8250U 1.6GHz,1085.0,1085.0,29295000.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,AMD Radeon 530,AMD Radeon 530,1036.0,50.0,20.313725490196077,0.1424134203576755,0.8575865796423245,0.0873115556787355,0.21212121212121213,0.09888658169841041
Lenovo/Legion Y520-15IKBN/Gaming/15.6/IPS Panel Full HD 1920x1080/Intel Core i5 7300HQ 2.5GHz,809.0,809.0,21843000.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.09520681964341912,0.9047931803565809,0.23121729782391426,0.36363636363636365,0.45675536264763295
Dell/Inspiron 5567/Notebook/15.6/Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,899.0,899.0,24273000.0,8GB,8.0,256GB SSD,256.0,AMD Radeon R7 M445,AMD Radeon R7 M445,947.0,25.0,36.42307692307692,0.11060027639806794,0.8893997236019321,0.0674590776621566,0.06060606060606061,0.19006832527346632
HP/Elitebook 1040/Ultrabook/14.0/IPS Panel Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,1750.0,1750.0,47250000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.25615396193369183,0.7438460380663081,0.06762159120495183,0.21212121212121213,0.08967492481741372
Asus/ZenBook Flip/2 in 1 Convertible/15.6/Full HD / Touchscreen 1920x1080/Intel Core i7 7500U 2.7GHz,1099.0,1099.0,29673000.0,12GB,12.0,512GB SSD +  2TB HDD,921.6,Nvidia GeForce GT 940MX,Nvidia GeForce GT 940MX,1508.0,23.0,62.833333333333336,0.14480795807506533,0.8551920419249347,0.250483551277852,0.04848484848484849,0.3395549906916798
Acer/Aspire 3/Notebook/15.6/1366x768/AMD A9-Series 9420 3GHz,426.0,426.0,11502000.0,4GB,4.0,128GB SSD,128.0,AMD Radeon R5,AMD Radeon R5,1234.0,19.0,61.7,0.02969910923196912,0.9703008907680308,0.029496208017334782,0.024242424242424246,0.3331401260203351
Asus/Rog Strix/Gaming/17.3/IPS Panel Full HD 1920x1080/AMD Ryzen 1700 3GHz,2199.0,2199.0,59373000.0,16GB,16.0,256GB SSD +  1TB HDD,460.8,AMD Radeon RX 580,AMD Radeon RX 580,8799.0,150.0,58.271523178807946,0.33295020729855096,0.667049792701449,0.35998009524049485,0.8181818181818181,0.31373434822316826
Lenovo/IdeaPad 110-17ACL/Notebook/17.3/1600x900/AMD A8-Series 7410 2.2GHz,489.0,489.0,13203000.0,4GB,4.0,128GB SSD,128.0,AMD Radeon R5,AMD Radeon R5,1234.0,19.0,61.7,0.040474528960223306,0.9595254710397767,0.029496208017334782,0.024242424242424246,0.3331401260203351
Dell/Inspiron 5379/2 in 1 Convertible/13.3/Full HD / Touchscreen 1920x1080/Intel Core i7 8550U 1.8GHz,869.01,869.01,23463270.0,8GB,8.0,256GB SSD,256.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.10547083453060219,0.8945291654693979,0.08270826509444262,0.21212121212121213,0.15149291135615067
HP/15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10)/Notebook/15.6/Full HD 1920x1080/AMD A9-Series 9420 3GHz,488.99,488.99,13202730.0,4GB,4.0,256GB SSD,256.0,AMD Radeon R5,AMD Radeon R5,1234.0,19.0,61.7,0.040472818576139456,0.9595271814238605,0.058565975459195244,0.024242424242424246,0.3331401260203351
Lenovo/Yoga 11e/Netbook/11.6/IPS Panel 1366x768/Intel Celeron Quad Core N3450 1.1GHz,553.0,553.0,14931000.0,4GB,4.0,128GB SSD,128.0,Intel HD Graphics 500,Intel HD Graphics 500,301.0,30.0,9.709677419354838,0.05142098709686246,0.9485790129031375,0.004225352112676056,0.09090909090909091,0.038865816984104254
Acer/Aspire 7/Notebook/15.6/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,846.0,846.0,22842000.0,8GB,8.0,1TB HDD,204.8,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.10153524075366363,0.8984647592463364,0.2021475303820538,0.36363636363636365,0.45675536264763295
HP/Omen 17-w212nv/Gaming/17.3/IPS Panel Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1191.0,1191.0,32157000.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.16054349164648413,0.8394565083535159,0.23121729782391426,0.36363636363636365,0.45675536264763295
Lenovo/V310-15ISK (i3-6006U/4GB/128GB/FHD/No/Notebook/15.6/Full HD 1920x1080/Intel Core i3 6006U 2GHz,403.5,403.5,10894500.0,4GB,4.0,128GB SSD,128.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.025850745043306915,0.9741492549566931,0.01971830985915493,0.0,0.29274062902763853
Asus/ROG Strix/Gaming/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1655.0,1655.0,44685000.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce GTX 1060,Nvidia GeForce GTX 1060,10064.0,120.0,83.17355371900827,0.23990531313711805,0.760094686862882,0.33184026640462927,0.6363636363636364,0.4546841917147074
Lenovo/IdeaPad 720S-14IKB/Notebook/14.0/IPS Panel Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,1099.0,1099.0,29673000.0,8GB,8.0,256GB SSD,256.0,Nvidia GeForce 940MX,Nvidia GeForce 940MX,1508.0,23.0,62.833333333333336,0.14480795807506533,0.8551920419249347,0.08265409391351088,0.04848484848484849,0.3395549906916798
Asus/Zenbook Flip/Ultrabook/13.3/Full HD / Touchscreen 1920x1080/Intel Core i7 7500U 2.7GHz,1748.9,1748.9,47220300.0,16GB,16.0,512GB SSD,512.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.25596581968446835,0.7440341803155317,0.15909445942200612,0.21212121212121213,0.08967492481741372
Lenovo/Thinkpad X1/Ultrabook/14.0/IPS Panel 2560x1440/Intel Core i7 7500U 2.7GHz,2282.0,2282.0,61614000.0,8GB,8.0,512GB SSD,512.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.34714639519450485,0.6528536048054951,0.12576112608867276,0.21212121212121213,0.08967492481741372
Lenovo/Ideapad 510S-13IKB/Notebook/13.3/IPS Panel Full HD 1920x1080/Intel Core i3 7100U 2.4GHz,549.0,549.0,14823000.0,4GB,4.0,128GB SSD,128.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.05073683346332252,0.9492631665366775,0.021885157096424704,0.21212121212121213,0.08967492481741372
Dell/Precision 5520/Workstation/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 6820HQ 2.7GHz,2135.0,2135.0,57645000.0,8GB,8.0,256GB SSD,256.0,Nvidia Quadro M1200,Nvidia Quadro M1200,3212.0,45.0,69.82608695652173,0.32200374916191177,0.6779962508380882,0.12880794006735705,0.1818181818181818,0.3791351979029817
Lenovo/ThinkPad X1/2 in 1 Convertible/14.0/Touchscreen 2560x1440/Intel Core i7 7500U 2.7GHz,2509.0,2509.0,67743000.0,16GB,16.0,512GB SSD,512.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.3859721138978969,0.6140278861021031,0.15909445942200612,0.21212121212121213,0.08967492481741372
